order_item_id,order_id,product_id,quantity,unit_price,discount
2439,501043,165,2,6409.81,0.1
2440,501044,57,2,1412.7,0.15
2441,501044,112,3,22042.94,0.0
2442,501044,44,2,23585.72,0.05
2443,501044,67,2,32514.47,0.15
2444,501045,131,1,935.86,0.2
2445,501046,117,3,5573.85,0.0
2446,501047,11,4,10297.51,0.1
2447,501047,76,1,1551.17,0.05
2448,501047,5,1,32053.9,0.0
2449,501047,89,4,2812.94,0.05
2450,501048,119,4,20465.15,0.0
2451,501048,104,3,17663.08,0.0
2452,501049,44,3,23585.72,0.0
2453,501050,42,4,17076.73,0.2
2454,501050,105,2,28367.27,0.0
2455,501050,163,2,1143.45,0.2
2456,501050,121,3,43178.12,0.0
2457,501050,195,2,39570.05,0.0
2458,501051,169,3,42129.24,0.0
2459,501052,26,3,13443.96,0.1
2460,501052,40,2,12159.56,0.0
2461,501052,148,4,30748.98,0.0
2462,501053,45,3,19474.91,0.05
2463,501054,116,4,16741.69,0.2
2464,501054,190,4,52000.43,0.0
2465,501054,6,2,15719.14,0.05
2466,501054,99,1,51437.59,0.1
2467,501054,20,3,27803.61,0.1
2468,501055,117,3,5573.85,0.1
2469,501055,164,3,54714.33,0.0
2470,501055,191,2,39507.0,0.1
2471,501056,158,4,17301.25,0.05
2472,501057,38,1,33762.69,0.05
2473,501057,147,2,51028.85,0.0
2474,501057,127,2,16509.71,0.0
2475,501057,139,2,36696.68,0.1
2476,501057,152,2,47494.55,0.2
2477,501058,194,3,14529.69,0.1
2478,501059,107,1,13631.76,0.0
2479,501059,194,1,14529.69,0.15
2480,501059,74,1,9594.57,0.0
2481,501059,192,2,906.98,0.1
2482,501060,167,3,1520.89,0.05
2483,501060,106,3,49815.63,0.1
2484,501060,80,2,26747.7,0.15
2485,501061,122,1,7953.1,0.0
2486,501062,147,4,51028.85,0.1
2487,501062,183,3,2591.66,0.0
2488,501063,29,4,40427.0,0.05
2489,501064,32,4,30436.6,0.0
2490,501064,77,1,45039.66,0.1
2491,501065,6,1,15719.14,0.1
2492,501065,52,4,43157.07,0.1
2493,501066,96,4,33785.82,0.05
2494,501066,16,1,17752.56,0.1
2495,501067,176,2,42034.94,0.0
2496,501067,107,3,13631.76,0.2
2497,501067,183,1,2591.66,0.0
2498,501067,41,3,790.54,0.05
2499,501068,13,2,41294.2,0.0
2500,501068,166,3,16527.13,0.15
2501,501068,54,1,28353.11,0.0
2502,501068,59,2,542.46,0.15
2503,501069,174,3,3057.35,0.0
2504,501069,128,4,39089.34,0.15
2505,501070,124,4,16664.22,0.15
2506,501070,200,2,20741.6,0.0
2507,501070,106,1,49815.63,0.1
2508,501071,84,3,26499.83,0.0
2509,501072,22,2,20749.3,0.15
2510,501072,34,4,15395.87,0.05
2511,501072,71,3,40831.91,0.05
2512,501072,189,3,36176.21,0.15
2513,501072,28,2,34955.61,0.2
2514,501073,167,4,1520.89,0.1
2515,501073,151,1,15178.52,0.0
2516,501073,13,4,41294.2,0.15
2517,501073,138,2,5148.37,0.05
2518,501074,63,3,14212.89,0.1
2519,501074,167,1,1520.89,0.0
2520,501074,70,3,9185.74,0.1
2521,501074,31,1,31665.76,0.05
2522,501074,86,4,25389.28,0.05
2523,501075,35,1,3103.89,0.1
2524,501075,99,1,51437.59,0.1
2525,501075,154,1,24420.47,0.05
2526,501076,57,3,1412.7,0.0
2527,501076,62,3,3498.04,0.1
2528,501077,62,1,3498.04,0.15
2529,501078,131,4,935.86,0.0
2530,501078,82,2,26994.56,0.0
2531,501079,143,1,8499.37,0.0
2532,501080,25,3,28894.26,0.1
2533,501080,7,3,32012.11,0.1
2534,501081,8,3,16654.82,0.0
2535,501081,103,1,33485.32,0.05
2536,501082,9,3,26670.95,0.1
2537,501082,62,4,3498.04,0.0
2538,501082,88,4,22349.99,0.15
2539,501083,6,1,15719.14,0.0
2540,501083,4,4,4600.28,0.0
2541,501083,173,4,31442.32,0.0
2542,501084,172,3,35356.68,0.0
2543,501085,165,1,6409.81,0.0
2544,501085,120,2,14551.18,0.15
2545,501085,49,2,33529.65,0.2
2546,501086,1,3,45769.48,0.05
2547,501086,161,4,45736.6,0.1
2548,501087,158,2,17301.25,0.1
2549,501088,37,4,8747.32,0.1
2550,501088,163,4,1143.45,0.1
2551,501089,87,4,3216.87,0.0
2552,501090,124,4,16664.22,0.1
2553,501090,111,4,41282.72,0.0
2554,501091,187,2,50291.33,0.0
2555,501092,43,1,25517.07,0.1
2556,501093,31,4,31665.76,0.1
2557,501093,16,1,17752.56,0.1
2558,501094,39,2,42117.5,0.1
2559,501094,8,2,16654.82,0.15
2560,501095,60,3,42396.67,0.0
2561,501095,21,3,873.24,0.15
2562,501095,7,2,32012.11,0.0
2563,501095,123,1,44154.33,0.1
2564,501096,55,2,45214.9,0.05
2565,501097,13,4,41294.2,0.05
2566,501097,91,3,37325.93,0.0
2567,501098,79,4,36534.8,0.1
2568,501099,112,2,22042.94,0.0
2569,501100,1,3,45769.48,0.2
2570,501100,39,2,42117.5,0.0
2571,501101,31,1,31665.76,0.1
2572,501101,1,1,45769.48,0.0
2573,501102,95,1,7858.6,0.05
2574,501102,58,1,38058.28,0.1
2575,501102,23,1,45229.71,0.05
2576,501103,199,2,40427.21,0.0
2577,501103,154,4,24420.47,0.05
2578,501103,21,2,873.24,0.2
2579,501104,58,3,38058.28,0.15
2580,501104,46,3,6300.09,0.1
2581,501104,137,1,11644.84,0.1
2582,501104,181,4,20017.36,0.0
2583,501105,151,2,15178.52,0.1
2584,501105,38,4,33762.69,0.0
2585,501105,111,2,41282.72,0.15
2586,501105,42,2,17076.73,0.2
2587,501106,143,2,8499.37,0.0
2588,501107,115,3,2799.41,0.05
2589,501108,77,2,45039.66,0.0
2590,501108,34,2,15395.87,0.2
2591,501109,18,3,17846.96,0.1
2592,501109,130,2,1826.9,0.1
2593,501110,111,4,41282.72,0.0
2594,501110,189,3,36176.21,0.0
2595,501111,166,2,16527.13,0.1
2596,501111,25,1,28894.26,0.1
2597,501112,124,4,16664.22,0.1
2598,501112,84,1,26499.83,0.0
2599,501112,99,2,51437.59,0.1
2600,501112,71,2,40831.91,0.0
2601,501112,74,4,9594.57,0.1
2602,501113,168,1,9316.31,0.1
2603,501113,91,1,37325.93,0.2
2604,501114,61,4,23045.67,0.2
2605,501114,42,4,17076.73,0.2
2606,501114,196,1,8761.57,0.15
2607,501114,137,4,11644.84,0.1
2608,501115,84,1,26499.83,0.2
2609,501115,22,4,20749.3,0.15
2610,501115,59,4,542.46,0.1
2611,501115,35,1,3103.89,0.15
2612,501115,115,1,2799.41,0.1
2613,501116,184,1,46019.64,0.1
2614,501116,28,3,34955.61,0.15
2615,501117,51,2,42529.03,0.1
2616,501118,39,3,42117.5,0.15
2617,501118,163,2,1143.45,0.15
2618,501119,144,2,43009.16,0.15
2619,501119,17,3,17031.55,0.05
2620,501120,38,2,33762.69,0.1
2621,501120,139,3,36696.68,0.2
2622,501120,68,1,731.88,0.05
2623,501120,149,3,33795.66,0.0
2624,501121,109,4,20240.83,0.0
2625,501121,177,3,7521.62,0.15
2626,501121,199,4,40427.21,0.0
2627,501121,123,3,44154.33,0.05
2628,501121,70,2,9185.74,0.2
2629,501122,163,2,1143.45,0.15
2630,501123,163,2,1143.45,0.05
2631,501124,97,3,9014.15,0.0
2632,501124,163,3,1143.45,0.05
2633,501124,5,2,32053.9,0.0
2634,501124,198,1,44779.95,0.05
2635,501125,124,1,16664.22,0.0
2636,501125,40,1,12159.56,0.15
2637,501126,93,2,33594.98,0.1
2638,501126,36,3,32323.45,0.2
2639,501126,123,2,44154.33,0.1
2640,501127,122,3,7953.1,0.05
2641,501127,192,3,906.98,0.1
2642,501128,27,1,52025.44,0.1
2643,501129,7,4,32012.11,0.1
2644,501130,156,1,9479.93,0.1
2645,501131,110,2,13452.58,0.2
2646,501131,162,3,16150.96,0.1
2647,501132,10,4,34430.26,0.1
2648,501133,47,4,7728.9,0.05
2649,501133,24,3,29412.47,0.15
2650,501134,128,2,39089.34,0.1
2651,501134,143,4,8499.37,0.1
2652,501134,93,3,33594.98,0.0
2653,501135,182,1,25258.66,0.0
2654,501136,192,4,906.98,0.0
2655,501136,159,2,25532.77,0.05
2656,501136,169,4,42129.24,0.0
2657,501136,183,3,2591.66,0.1
2658,501137,56,3,31457.37,0.0
2659,501138,117,4,5573.85,0.0
2660,501138,69,4,20234.72,0.0
2661,501138,61,3,23045.67,0.1
2662,501139,136,2,48294.58,0.1
2663,501140,98,3,35512.2,0.1
2664,501140,90,4,42489.82,0.0
2665,501140,100,2,46791.69,0.0
2666,501140,19,4,21391.84,0.2
2667,501141,42,3,17076.73,0.1
2668,501142,85,2,30473.88,0.0
2669,501142,172,2,35356.68,0.05
2670,501143,51,1,42529.03,0.0
2671,501143,22,3,20749.3,0.1
2672,501143,6,2,15719.14,0.1
2673,501143,107,3,13631.76,0.0
2674,501143,24,3,29412.47,0.0
2675,501144,1,4,45769.48,0.05
2676,501145,126,2,4890.52,0.05
2677,501145,195,2,39570.05,0.0
2678,501145,85,4,30473.88,0.0
2679,501146,174,4,3057.35,0.0
2680,501146,56,4,31457.37,0.0
2681,501146,71,3,40831.91,0.15
2682,501147,69,1,20234.72,0.05
2683,501147,50,4,37071.05,0.05
2684,501148,50,2,37071.05,0.05
2685,501149,148,3,30748.98,0.15
2686,501149,84,4,26499.83,0.05
2687,501149,116,4,16741.69,0.15
2688,501149,79,3,36534.8,0.1
2689,501150,81,2,15504.13,0.2
2690,501150,120,1,14551.18,0.0
2691,501150,93,4,33594.98,0.0
2692,501150,147,1,51028.85,0.1
2693,501151,172,2,35356.68,0.15
2694,501152,118,2,47968.75,0.1
2695,501152,157,2,26053.23,0.05
2696,501152,95,1,7858.6,0.1
2697,501152,75,1,7343.48,0.15
2698,501153,51,4,42529.03,0.1
2699,501153,112,4,22042.94,0.0
2700,501153,148,1,30748.98,0.1
2701,501153,135,2,25804.56,0.0
2702,501154,59,2,542.46,0.15
2703,501154,137,2,11644.84,0.1
2704,501155,135,3,25804.56,0.0
2705,501155,37,2,8747.32,0.0
2706,501155,87,3,3216.87,0.0
2707,501156,33,3,15090.93,0.0
2708,501157,88,3,22349.99,0.2
2709,501157,128,1,39089.34,0.0
2710,501158,65,4,26891.02,0.1
2711,501158,130,1,1826.9,0.1
2712,501158,99,2,51437.59,0.05
2713,501158,151,4,15178.52,0.0
2714,501158,178,2,16239.3,0.0
2715,501159,175,1,7528.69,0.0
2716,501159,105,3,28367.27,0.1
2717,501159,43,3,25517.07,0.1
2718,501160,105,4,28367.27,0.2
2719,501161,181,3,20017.36,0.0
2720,501161,70,2,9185.74,0.15
2721,501161,42,1,17076.73,0.05
2722,501162,128,2,39089.34,0.1
2723,501163,182,4,25258.66,0.15
2724,501164,177,4,7521.62,0.05
2725,501165,101,3,36836.08,0.0
2726,501166,14,2,28958.7,0.05
2727,501166,194,3,14529.69,0.1
2728,501167,111,1,41282.72,0.1
2729,501167,186,1,13953.35,0.1
2730,501168,134,3,24171.94,0.05
2731,501168,39,1,42117.5,0.1
2732,501168,102,4,25753.85,0.15
2733,501169,45,3,19474.91,0.2
2734,501169,181,3,20017.36,0.2
2735,501169,84,3,26499.83,0.1
2736,501169,6,4,15719.14,0.0
2737,501170,197,1,20725.99,0.1
2738,501170,183,3,2591.66,0.0
2739,501171,66,2,7626.75,0.0
2740,501172,100,4,46791.69,0.05
2741,501172,183,3,2591.66,0.2
2742,501172,10,3,34430.26,0.2
2743,501172,149,4,33795.66,0.1
2744,501172,187,1,50291.33,0.2
2745,501173,95,1,7858.6,0.1
2746,501174,155,1,51623.31,0.05
2747,501174,103,1,33485.32,0.0
2748,501175,42,3,17076.73,0.05
2749,501176,20,2,27803.61,0.15
2750,501176,116,4,16741.69,0.0
2751,501176,32,1,30436.6,0.15
2752,501176,127,2,16509.71,0.2
2753,501177,70,3,9185.74,0.2
2754,501177,93,2,33594.98,0.15
2755,501178,48,1,32151.32,0.0
2756,501178,192,4,906.98,0.2
2757,501178,57,2,1412.7,0.2
2758,501178,123,1,44154.33,0.15
2759,501178,143,3,8499.37,0.15
2760,501179,191,4,39507.0,0.0
2761,501179,142,4,32662.03,0.1
2762,501179,162,2,16150.96,0.0
2763,501179,12,3,8809.95,0.0
2764,501179,54,4,28353.11,0.05
2765,501180,161,1,45736.6,0.0
2766,501180,121,1,43178.12,0.1
2767,501180,125,1,41076.3,0.2
2768,501180,44,1,23585.72,0.0
2769,501180,96,1,33785.82,0.15
2770,501181,19,1,21391.84,0.2
2771,501181,30,2,8599.09,0.0
2772,501181,61,2,23045.67,0.1
2773,501182,76,2,1551.17,0.15
2774,501182,104,4,17663.08,0.0
2775,501182,15,1,13558.11,0.0
2776,501183,94,4,30089.86,0.1
2777,501183,5,4,32053.9,0.0
2778,501183,40,2,12159.56,0.1
2779,501183,170,1,31500.56,0.1
2780,501183,129,4,39450.63,0.1
2781,501184,43,3,25517.07,0.0
2782,501185,164,1,54714.33,0.0
2783,501185,82,4,26994.56,0.0
2784,501185,171,2,22643.94,0.05
2785,501186,146,2,4466.06,0.05
2786,501187,36,3,32323.45,0.0
2787,501187,163,1,1143.45,0.15
2788,501188,54,1,28353.11,0.2
2789,501188,92,2,38084.76,0.05
2790,501189,149,2,33795.66,0.1
2791,501189,122,1,7953.1,0.05
2792,501189,146,4,4466.06,0.0
2793,501189,55,4,45214.9,0.1
2794,501189,51,3,42529.03,0.1
2795,501190,142,4,32662.03,0.15
2796,501190,35,2,3103.89,0.1
2797,501191,105,4,28367.27,0.05
2798,501191,40,3,12159.56,0.05
2799,501192,43,4,25517.07,0.0
2800,501192,121,2,43178.12,0.1
2801,501192,14,2,28958.7,0.0
2802,501193,33,3,15090.93,0.0
2803,501193,114,1,24883.58,0.1
2804,501193,130,1,1826.9,0.2
2805,501194,108,1,22454.46,0.2
2806,501195,147,1,51028.85,0.1
2807,501195,136,3,48294.58,0.1
2808,501196,74,2,9594.57,0.1
2809,501196,34,1,15395.87,0.0
2810,501196,179,2,47254.91,0.1
2811,501197,107,4,13631.76,0.05
2812,501197,168,1,9316.31,0.05
2813,501197,143,2,8499.37,0.1
2814,501197,28,4,34955.61,0.05
2815,501198,31,4,31665.76,0.0
2816,501198,54,3,28353.11,0.1
2817,501198,116,1,16741.69,0.05
2818,501198,5,4,32053.9,0.15
2819,501198,78,3,9475.8,0.0
2820,501199,71,2,40831.91,0.1
2821,501200,166,3,16527.13,0.2
2822,501201,165,3,6409.81,0.1
2823,501201,161,3,45736.6,0.1
2824,501201,103,3,33485.32,0.0
2825,501202,71,2,40831.91,0.15
2826,501202,75,1,7343.48,0.0
2827,501203,48,2,32151.32,0.0
2828,501203,183,2,2591.66,0.1
2829,501203,42,1,17076.73,0.05
2830,501204,3,4,2440.7,0.15
2831,501204,64,1,23845.3,0.0
2832,501204,32,2,30436.6,0.0
2833,501204,100,2,46791.69,0.0
2834,501205,142,3,32662.03,0.0
2835,501206,146,1,4466.06,0.1
2836,501206,132,2,47935.67,0.1
2837,501206,120,2,14551.18,0.05
2838,501206,145,3,5674.44,0.1
2839,501207,142,1,32662.03,0.1
2840,501208,145,4,5674.44,0.0
2841,501208,154,2,24420.47,0.0
2842,501208,28,4,34955.61,0.05
2843,501208,153,3,34143.04,0.0
2844,501208,127,3,16509.71,0.05
2845,501209,180,1,6088.9,0.1
2846,501209,182,3,25258.66,0.0
2847,501210,69,3,20234.72,0.0
2848,501210,187,2,50291.33,0.2
2849,501210,163,3,1143.45,0.05
2850,501210,142,1,32662.03,0.1
2851,501211,21,3,873.24,0.1
2852,501212,52,3,43157.07,0.1
2853,501212,4,2,4600.28,0.1
2854,501213,110,3,13452.58,0.0
2855,501214,15,4,13558.11,0.0
2856,501214,1,1,45769.48,0.05
2857,501214,194,2,14529.69,0.1
2858,501215,166,4,16527.13,0.1
2859,501215,79,4,36534.8,0.0
2860,501215,109,3,20240.83,0.0
2861,501215,61,1,23045.67,0.05
2862,501215,123,1,44154.33,0.15
2863,501216,64,3,23845.3,0.2
2864,501216,8,2,16654.82,0.0
2865,501216,197,3,20725.99,0.0
2866,501216,54,4,28353.11,0.1
2867,501217,174,1,3057.35,0.0
2868,501217,8,4,16654.82,0.05
2869,501217,40,2,12159.56,0.1
2870,501218,163,1,1143.45,0.1
2871,501219,143,1,8499.37,0.0
2872,501219,192,3,906.98,0.0
2873,501219,161,3,45736.6,0.0
2874,501219,180,4,6088.9,0.05
2875,501219,123,4,44154.33,0.05
2876,501220,94,2,30089.86,0.0
2877,501220,22,1,20749.3,0.05
2878,501221,23,4,45229.71,0.0
2879,501221,194,1,14529.69,0.0
2880,501221,103,2,33485.32,0.0
2881,501222,131,1,935.86,0.1
2882,501223,73,1,32339.91,0.05
2883,501223,118,1,47968.75,0.05
2884,501223,188,1,6070.27,0.0
2885,501223,91,2,37325.93,0.0
2886,501224,85,1,30473.88,0.05
2887,501224,128,2,39089.34,0.15
2888,501225,197,2,20725.99,0.2
2889,501225,185,3,11835.89,0.1
2890,501226,172,3,35356.68,0.1
2891,501227,179,1,47254.91,0.1
2892,501227,110,3,13452.58,0.05
2893,501228,71,3,40831.91,0.15
2894,501229,8,4,16654.82,0.05
2895,501229,197,2,20725.99,0.05
2896,501229,99,1,51437.59,0.0
2897,501229,37,3,8747.32,0.1
2898,501230,26,3,13443.96,0.05
2899,501230,126,1,4890.52,0.2
2900,501230,123,2,44154.33,0.05
2901,501231,123,1,44154.33,0.0
2902,501231,72,3,33843.05,0.0
2903,501231,71,4,40831.91,0.0
2904,501231,5,1,32053.9,0.1
2905,501231,39,4,42117.5,0.0
2906,501232,30,2,8599.09,0.1
2907,501232,39,2,42117.5,0.1
2908,501233,63,4,14212.89,0.1
2909,501233,34,3,15395.87,0.1
2910,501233,9,1,26670.95,0.05
2911,501234,181,1,20017.36,0.05
2912,501234,53,1,41659.1,0.1
2913,501235,193,4,1419.66,0.0
2914,501235,170,1,31500.56,0.0
2915,501235,163,4,1143.45,0.05
2916,501235,20,3,27803.61,0.05
2917,501236,5,2,32053.9,0.15
2918,501236,3,2,2440.7,0.2
2919,501237,4,1,4600.28,0.1
2920,501237,115,2,2799.41,0.0
2921,501238,112,2,22042.94,0.0
2922,501238,59,2,542.46,0.05
2923,501239,80,4,26747.7,0.15
2924,501239,178,2,16239.3,0.0
2925,501240,5,4,32053.9,0.05
2926,501240,163,2,1143.45,0.05
2927,501240,22,2,20749.3,0.05
2928,501240,162,4,16150.96,0.0
2929,501241,28,3,34955.61,0.15
2930,501242,197,4,20725.99,0.0
2931,501242,40,4,12159.56,0.2
2932,501242,114,3,24883.58,0.15
2933,501243,145,4,5674.44,0.0
2934,501243,56,1,31457.37,0.1
2935,501244,110,3,13452.58,0.0
2936,501245,7,3,32012.11,0.15
2937,501245,37,3,8747.32,0.2
2938,501245,4,2,4600.28,0.05
2939,501245,113,4,20936.8,0.0
2940,501245,108,3,22454.46,0.15
2941,501246,133,4,18726.1,0.05
2942,501246,66,4,7626.75,0.1
2943,501246,154,3,24420.47,0.1
2944,501247,40,2,12159.56,0.15
2945,501247,133,3,18726.1,0.15
2946,501247,54,4,28353.11,0.05
2947,501247,159,2,25532.77,0.05
2948,501247,69,4,20234.72,0.1
2949,501248,61,4,23045.67,0.1
2950,501248,90,1,42489.82,0.15
2951,501249,12,2,8809.95,0.05
2952,501249,178,3,16239.3,0.0
2953,501249,91,2,37325.93,0.0
2954,501250,55,3,45214.9,0.0
2955,501250,48,3,32151.32,0.1
2956,501250,34,1,15395.87,0.1
2957,501251,96,3,33785.82,0.15
2958,501251,132,2,47935.67,0.15
2959,501252,25,1,28894.26,0.15
2960,501253,83,2,10948.99,0.2
2961,501254,47,1,7728.9,0.0
2962,501255,15,1,13558.11,0.05
2963,501255,87,1,3216.87,0.1
2964,501255,172,1,35356.68,0.05
2965,501256,164,1,54714.33,0.1
2966,501256,66,1,7626.75,0.0
2967,501256,80,3,26747.7,0.1
2968,501257,198,1,44779.95,0.0
2969,501257,165,1,6409.81,0.05
2970,501257,150,2,23255.73,0.1
2971,501258,185,3,11835.89,0.15
2972,501259,76,3,1551.17,0.1
2973,501259,190,2,52000.43,0.1
2974,501259,135,2,25804.56,0.15
2975,501260,13,1,41294.2,0.2
2976,501261,50,4,37071.05,0.0
2977,501261,100,1,46791.69,0.0
2978,501261,155,2,51623.31,0.1
2979,501261,69,1,20234.72,0.15
2980,501262,121,1,43178.12,0.1
2981,501262,198,2,44779.95,0.0
2982,501263,170,3,31500.56,0.05
2983,501263,83,4,10948.99,0.1
2984,501263,16,3,17752.56,0.1
2985,501264,74,2,9594.57,0.0
2986,501265,31,3,31665.76,0.15
2987,501265,106,2,49815.63,0.0
2988,501266,178,4,16239.3,0.0
2989,501266,167,2,1520.89,0.15
2990,501267,162,4,16150.96,0.0
2991,501267,78,2,9475.8,0.0
2992,501268,59,1,542.46,0.0
2993,501269,153,4,34143.04,0.0
2994,501269,40,2,12159.56,0.15
2995,501270,26,1,13443.96,0.05
2996,501271,77,4,45039.66,0.0
2997,501271,63,4,14212.89,0.05
2998,501271,151,1,15178.52,0.15
2999,501271,64,3,23845.3,0.0
3000,501272,27,4,52025.44,0.1
3001,501272,192,2,906.98,0.1
3002,501273,100,4,46791.69,0.15
3003,501273,15,3,13558.11,0.15
3004,501274,123,1,44154.33,0.05
3005,501274,141,3,9199.37,0.0
3006,501275,51,4,42529.03,0.1
3007,501275,130,1,1826.9,0.0
3008,501275,126,4,4890.52,0.1
3009,501276,188,1,6070.27,0.15
3010,501277,2,2,42946.4,0.0
3011,501277,14,2,28958.7,0.15
3012,501277,1,3,45769.48,0.15
3013,501278,137,4,11644.84,0.15
3014,501278,74,1,9594.57,0.0
3015,501278,187,4,50291.33,0.1
3016,501278,87,2,3216.87,0.1
3017,501279,192,4,906.98,0.05
3018,501279,46,3,6300.09,0.2
3019,501280,185,4,11835.89,0.2
3020,501281,172,1,35356.68,0.0
3021,501282,62,4,3498.04,0.15
3022,501282,131,2,935.86,0.05
3023,501282,118,4,47968.75,0.15
3024,501282,148,1,30748.98,0.05
3025,501282,171,1,22643.94,0.15
3026,501283,170,3,31500.56,0.1
3027,501284,79,4,36534.8,0.15
3028,501285,4,1,4600.28,0.15
3029,501285,92,2,38084.76,0.05
3030,501285,2,4,42946.4,0.1
3031,501285,82,4,26994.56,0.1
3032,501286,179,3,47254.91,0.15
3033,501286,102,1,25753.85,0.1
3034,501286,150,3,23255.73,0.15
3035,501286,25,1,28894.26,0.15
3036,501287,147,2,51028.85,0.1
3037,501287,95,1,7858.6,0.0
3038,501288,99,3,51437.59,0.05
3039,501289,190,1,52000.43,0.1
3040,501289,145,4,5674.44,0.05
3041,501290,108,2,22454.46,0.1
3042,501290,81,3,15504.13,0.0
3043,501290,23,4,45229.71,0.05
3044,501291,129,3,39450.63,0.15
3045,501292,31,4,31665.76,0.0
3046,501293,193,2,1419.66,0.15
3047,501293,65,2,26891.02,0.0
3048,501293,32,2,30436.6,0.0
3049,501293,102,1,25753.85,0.1
3050,501294,87,1,3216.87,0.0
3051,501294,139,1,36696.68,0.1
3052,501294,117,3,5573.85,0.05
3053,501295,137,2,11644.84,0.15
3054,501295,169,2,42129.24,0.05
3055,501296,6,2,15719.14,0.2
3056,501296,154,3,24420.47,0.0
3057,501296,178,4,16239.3,0.15
3058,501296,159,1,25532.77,0.05
3059,501297,154,2,24420.47,0.2
3060,501297,172,4,35356.68,0.2
3061,501298,65,2,26891.02,0.15
3062,501298,97,1,9014.15,0.0
3063,501298,195,2,39570.05,0.0
3064,501298,43,3,25517.07,0.1
3065,501298,157,2,26053.23,0.0
3066,501299,149,4,33795.66,0.0
3067,501300,137,2,11644.84,0.0
3068,501300,68,4,731.88,0.05
3069,501301,119,4,20465.15,0.05
3070,501301,45,2,19474.91,0.0
3071,501301,196,2,8761.57,0.05
3072,501302,199,4,40427.21,0.05
3073,501302,17,3,17031.55,0.1
3074,501303,174,4,3057.35,0.1
3075,501303,45,4,19474.91,0.1
3076,501304,142,3,32662.03,0.1
3077,501304,128,2,39089.34,0.15
3078,501304,75,3,7343.48,0.0
3079,501305,15,1,13558.11,0.1
3080,501305,32,2,30436.6,0.1
3081,501306,68,2,731.88,0.2
3082,501307,15,2,13558.11,0.05
3083,501307,103,1,33485.32,0.05
3084,501308,7,4,32012.11,0.05
3085,501308,173,1,31442.32,0.0
3086,501308,198,4,44779.95,0.1
3087,501309,198,1,44779.95,0.0
3088,501309,164,2,54714.33,0.1
3089,501309,105,4,28367.27,0.2
3090,501310,137,1,11644.84,0.0
3091,501310,188,3,6070.27,0.0
3092,501311,145,3,5674.44,0.05
3093,501312,50,3,37071.05,0.1
3094,501313,147,3,51028.85,0.0
3095,501313,39,4,42117.5,0.15
3096,501313,114,3,24883.58,0.0
3097,501313,59,3,542.46,0.1
3098,501314,194,1,14529.69,0.1
3099,501314,87,4,3216.87,0.0
3100,501314,189,4,36176.21,0.0
3101,501314,153,4,34143.04,0.15
3102,501315,184,1,46019.64,0.2
3103,501315,15,1,13558.11,0.05
3104,501316,104,2,17663.08,0.2
3105,501316,165,3,6409.81,0.2
3106,501317,53,1,41659.1,0.15
3107,501318,29,4,40427.0,0.0
3108,501318,191,2,39507.0,0.05
3109,501319,50,3,37071.05,0.15
3110,501319,82,1,26994.56,0.05
3111,501320,170,1,31500.56,0.15
3112,501320,189,3,36176.21,0.0
3113,501321,68,2,731.88,0.0
3114,501322,16,4,17752.56,0.05
3115,501323,86,3,25389.28,0.2
3116,501323,191,3,39507.0,0.05
3117,501323,196,2,8761.57,0.05
3118,501323,140,3,19515.46,0.0
3119,501324,139,1,36696.68,0.0
3120,501324,126,4,4890.52,0.0
3121,501325,187,2,50291.33,0.05
3122,501325,81,2,15504.13,0.0
3123,501325,167,1,1520.89,0.0
3124,501325,129,2,39450.63,0.05
3125,501326,174,1,3057.35,0.1
3126,501326,62,1,3498.04,0.1
3127,501326,130,1,1826.9,0.0
3128,501327,148,4,30748.98,0.1
3129,501327,192,3,906.98,0.05
3130,501327,194,2,14529.69,0.05
3131,501327,33,2,15090.93,0.05
3132,501328,18,1,17846.96,0.0
3133,501329,153,3,34143.04,0.0
3134,501330,56,2,31457.37,0.05
3135,501330,66,1,7626.75,0.15
3136,501331,200,3,20741.6,0.2
3137,501331,10,4,34430.26,0.0
3138,501332,174,1,3057.35,0.0
3139,501333,171,4,22643.94,0.1
3140,501333,196,4,8761.57,0.15
3141,501334,190,3,52000.43,0.15
3142,501335,114,1,24883.58,0.05
3143,501336,143,3,8499.37,0.0
3144,501336,92,1,38084.76,0.05
3145,501336,150,1,23255.73,0.0
3146,501336,75,2,7343.48,0.0
3147,501336,123,4,44154.33,0.15
3148,501337,25,1,28894.26,0.1
3149,501337,78,1,9475.8,0.1
3150,501338,114,4,24883.58,0.05
3151,501338,105,3,28367.27,0.15
3152,501339,58,1,38058.28,0.2
3153,501340,188,4,6070.27,0.15
3154,501340,63,4,14212.89,0.0
3155,501340,32,2,30436.6,0.1
3156,501340,161,1,45736.6,0.1
3157,501341,16,2,17752.56,0.0
3158,501341,68,1,731.88,0.1
3159,501341,36,2,32323.45,0.05
3160,501341,183,1,2591.66,0.05
3161,501341,114,1,24883.58,0.0
3162,501342,148,1,30748.98,0.1
3163,501343,127,2,16509.71,0.2
3164,501343,158,3,17301.25,0.15
3165,501344,157,3,26053.23,0.1
3166,501344,94,3,30089.86,0.1
3167,501344,7,3,32012.11,0.0
3168,501345,87,4,3216.87,0.05
3169,501346,162,3,16150.96,0.1
3170,501346,43,2,25517.07,0.1
3171,501347,145,3,5674.44,0.0
3172,501348,63,1,14212.89,0.0
3173,501349,116,2,16741.69,0.0
3174,501349,173,3,31442.32,0.15
